,stars,text,category,predict
310,1,"This restaurant was the worst part of my vegas trip. 
I'd expected some high quality Chinese food but instead I ended up having Panda Express like food for $$$$ price. 

1) They charge $8 for bottled water; No wonder they didn't even tell me about regular water option and kept asking me if I want more bottled water. 
2) Wanting to try some of the chef's special, I ordered two of their spring tasting menu which is $50/person. Their food serving timing was way off. After having the starter, corn soup, my party had to wait 10 min to get the next entry. The main dish was one small lobster and pieces of beef and chicken lined up on one big plate. The lobster and beef was decent, but the chicken was comparable to the orange chicken from Panda Express.

The dessert was good though. With two glasses of wine which is $10/person and tips, the final bill was $150 for two people. My girlfriend even said we should tell them their food sucks. In summary, I recommend you to opt for other better restaurants in Vegas or just get decent priced entries since this restaurant is no special.",999,3
311,1,This restaurant hasn't contacted me to even try and make things right or to follow up. Guess they really don't care about their customers. Won't be going here again,5317,5
312,1,Lucilles used to have the best ranch dressing made from scratch. Now they switched to bottle dressing. It sucks! I used to go there for salads all the time because it was so good. I guess I need to find a new place to go .,7740,5
316,1,"The white pizza was a waste of money.
Service was excellent. Don't order the white pizza though... 
I have been in before and had the regular pizza and it was good.",6806,4
321,1,"This review is from January 8 '12 -- 3 of us went here for dinner yesterday. We ordered the veg thali just to get an idea of how the food was. The appetizer we got was the veg pakoda - not very bad, but just ok - pretty bland though. The soup had nothing but ginger in it. We got 2 curries of our choice. Among us 3 we ordered bhindi masala, palak paneer, dal makhni, paneer tikka masala, kadai vegetable and mutter paneer. Other than the palak paneer, nothing was even remotely good. The plain naan was ok. The rice was old. The desert - gulab jamun - was burning hot but was not bad. Service was good, but they definitely need to get a good cook. One star is only for the service. Bottomline is food was very bad and I would never go there again.",3832,3
322,1,"hmmm, we were stuck between shows at MGM so tried the buffet.  i wonder how they stay in business??  Very hard to find anything good to eat!  price is quite high for what you get.  do gamblers get comp-ed to reduce the $25 cost.   if you must eat at MGM, find something else...  but, hey, there was no line!",5753,4
323,1,This place sucks everybody save your money and don't go there you would have more fun throwing your money out of the window and their attitude sucks if you want a good taco go to pepe,6047,5
325,1,"WOW! We come here roughly every few months especially to show off Town Square to people that are not from Las Vegas. We usually get excellent service with excellent food. Tonight was just BAD! Not only did the manager feel he needed to argue with us and embarrass us in front of our guest, he had the audacity to say that everything was fine and that we should not have been complaining. Our main course took the better of 20 MINUTES TO COME OUT. When it did, my food was luke warm, and my guests meal was not appropriately cooked (raw steak vs well done). So I return my meal and they said they normally don't do this, but they will take my meal off my ticket. WTF?!?!? And that's about all they offered! We spend at least $100 plus dollars when we go here, each and every time. At least offer to kiss me before screwing me! Bad form Claim Jumper's!",260,5
327,1,"This is the WORST tim hortons in Toronto. Avoid at all costs. There are always people coming in and out just wanting to use the bathroom...I guess cuz its near the TTC? The people behind the counter are SLOW. The line often goes out the door. Literally. Would be fine if it also moved, but it doesn't. 
There is also one lady in particular who yell/speaks.",3330,4
330,1,"So over rated. Small portions of average, very expensive food. $48 for the Veal Milanese, which consisted of three tiny pieces of veal, covered in salad. Only go here if you absolutely, positively need to get ripped off. Much better places to eat nearby",4001,4
333,1,Normally basic food at a normal price. Today I got a pre-made breakfast sandwich only to find a hair in my food. I just can't see me going back until I speak with management. #gross,1927,5
338,1,"I think this place is super fun as a bar, at night when it's time to party. Good drinks, really nice bartenders and good service. 

As a ""bistro"" I think it really needs a lot of work. It's really pricey, and typically they'll staff one or two waiters for the entire establishment. I've gone a couple of times now (once for dinner, once for brunch) and both times the server's ""section"" was way too much for one person. 

Every table was waiting at least an hour for food, the kitchen kept screwing up orders (one of our friends got her food after we'd all finished), and the price just doesn't justify the cold and kind of ""Meh, I'd eat it"" food. 

Our servers both times were a really nice people, and very apologetic, but their management (or lack thereof) is really screwing them. They just aren't getting the support staff they need, and the kitchen can't handle a full house. 

Go for a beer during First Friday or something. Don't eat here (unless you really like waiting so long you get hangry).",7764,3
340,1,"The panhandling is out of control at this location.

While in the drive-thru, a bum, (or hobo, take your pick) will sneakily wait for you to roll down your window as you approach the speaker box. Then, before you can place your order, the asshole interrupts your well prepared sonnet about a number three and a diet coke asking for money. How fucked is that?
This caused me to roll up my window, (like any good American) relying on my overly tinted windows to shield me from his view. 
Unfettered by my sly window moves, he simply refused to shoo. 
This caused me to roll down my window and bust-out my best Spanish where I warned him to move away from the vehicle. I even said it like a cop to scare him.

Sadly however, the only thing I know how to say in Spanish is ""Cuanto de su hermana?"" or loosely translated, ""How much for your sister?""
It worked.
He probably thought I had the crazy or something...who knows.

Eight pieces of chicken will cost you ten bucks.
It's pretty tasty stuff.

PS. I also know how to say ""Esta mota es mierda"" (This weed is shit)",2904,4
351,1,"Beer is good. Food...not so much. My wife chose this place for her birthday. We had the pretzel sticks and beer cheese dip, but the dip tasted overcooked, lacked flavor and came in the smallest side container.. My wife's boneless chicken wings were burnt and rock hard that her fork bent when trying to pick up a BONELESS wing. Waitress said they overcooked the chicken in fear of listeria. My pulled pork sandwich was okay, but nothing to write home about. 

...We won't be back.",1113,3
356,1,"The Toronto Lover system:
5 stars = Must visit!
4 stars = Really good. I take my friends here.
3 stars = Somewhat worth it... if you have nowhere better to go.
2 stars = Below average. Attend only when necessary.
1 star = Do not visit!

Exactly what you expect. Greasy fast food at major chain prices. Disinterested staff serving you deep fried ""whatever."" It's really a shame this arrived just as the neighbourhood was trying to polish up a bit.

1 star",6148,3
